DateKey,FullDateAlternateKey,DayNumberOfWeek,DayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,MonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20240418,4/18/2024,5,Thursday,18,108,16,April,4,2,2024,1,4,2024,2
20240419,4/19/2024,6,Friday,19,109,16,April,4,2,2024,1,4,2024,2
20240420,4/20/2024,7,Saturday,20,110,16,April,4,2,2024,1,4,2024,2
20240421,4/21/2024,1,Sunday,21,111,17,April,4,2,2024,1,4,2024,2
20240422,4/22/2024,2,Monday,22,112,17,April,4,2,2024,1,4,2024,2
20240423,4/23/2024,3,Tuesday,23,113,17,April,4,2,2024,1,4,2024,2
20240424,4/24/2024,4,Wednesday,24,114,17,April,4,2,2024,1,4,2024,2
20240425,4/25/2024,5,Thursday,25,115,17,April,4,2,2024,1,4,2024,2
20240426,4/26/2024,6,Friday,26,116,17,April,4,2,2024,1,4,2024,2
20240427,4/27/2024,7,Saturday,27,117,17,April,4,2,2024,1,4,2024,2
20240428,4/28/2024,1,Sunday,28,118,18,April,4,2,2024,1,4,2024,2
20240429,4/29/2024,2,Monday,29,119,18,April,4,2,2024,1,4,2024,2
20240430,4/30/2024,3,Tuesday,30,120,18,April,4,2,2024,1,4,2024,2
20240501,5/1/2024,4,Wednesday,1,121,18,May,5,2,2024,1,4,2024,2
20240502,5/2/2024,5,Thursday,2,122,18,May,5,2,2024,1,4,2024,2
20240503,5/3/2024,6,Friday,3,123,18,May,5,2,2024,1,4,2024,2
20240504,5/4/2024,7,Saturday,4,124,18,May,5,2,2024,1,4,2024,2
20240505,5/5/2024,1,Sunday,5,125,19,May,5,2,2024,1,4,2024,2
20240506,5/6/2024,2,Monday,6,126,19,May,5,2,2024,1,4,2024,2
20240507,5/7/2024,3,Tuesday,7,127,19,May,5,2,2024,1,4,2024,2
20240508,5/8/2024,4,Wednesday,8,128,19,May,5,2,2024,1,4,2024,2
20240509,5/9/2024,5,Thursday,9,129,19,May,5,2,2024,1,4,2024,2
20240510,5/10/2024,6,Friday,10,130,19,May,5,2,2024,1,4,2024,2
20240511,5/11/2024,7,Saturday,11,131,19,May,5,2,2024,1,4,2024,2
20240512,5/12/2024,1,Sunday,12,132,20,May,5,2,2024,1,4,2024,2
20240513,5/13/2024,2,Monday,13,133,20,May,5,2,2024,1,4,2024,2
20240514,5/14/2024,3,Tuesday,14,134,20,May,5,2,2024,1,4,2024,2
20240515,5/15/2024,4,Wednesday,15,135,20,May,5,2,2024,1,4,2024,2
20240516,5/16/2024,5,Thursday,16,136,20,May,5,2,2024,1,4,2024,2
20240517,5/17/2024,6,Friday,17,137,20,May,5,2,2024,1,4,2024,2
20240518,5/18/2024,7,Saturday,18,138,20,May,5,2,2024,1,4,2024,2
20240519,5/19/2024,1,Sunday,19,139,21,May,5,2,2024,1,4,2024,2
20240520,5/20/2024,2,Monday,20,140,21,May,5,2,2024,1,4,2024,2
20240521,5/21/2024,3,Tuesday,21,141,21,May,5,2,2024,1,4,2024,2
20240522,5/22/2024,4,Wednesday,22,142,21,May,5,2,2024,1,4,2024,2
20240523,5/23/2024,5,Thursday,23,143,21,May,5,2,2024,1,4,2024,2
20240524,5/24/2024,6,Friday,24,144,21,May,5,2,2024,1,4,2024,2
20240525,5/25/2024,7,Saturday,25,145,21,May,5,2,2024,1,4,2024,2
20240526,5/26/2024,1,Sunday,26,146,22,May,5,2,2024,1,4,2024,2
20240527,5/27/2024,2,Monday,27,147,22,May,5,2,2024,1,4,2024,2
20240528,5/28/2024,3,Tuesday,28,148,22,May,5,2,2024,1,4,2024,2
20240529,5/29/2024,4,Wednesday,29,149,22,May,5,2,2024,1,4,2024,2
20240530,5/30/2024,5,Thursday,30,150,22,May,5,2,2024,1,4,2024,2
20240531,5/31/2024,6,Friday,31,151,22,May,5,2,2024,1,4,2024,2
20240601,6/1/2024,7,Saturday,1,152,22,June,6,2,2024,1,4,2024,2
20240602,6/2/2024,1,Sunday,2,153,23,June,6,2,2024,1,4,2024,2
20240603,6/3/2024,2,Monday,3,154,23,June,6,2,2024,1,4,2024,2
20240604,6/4/2024,3,Tuesday,4,155,23,June,6,2,2024,1,4,2024,2
20240605,6/5/2024,4,Wednesday,5,156,23,June,6,2,2024,1,4,2024,2
20240606,6/6/2024,5,Thursday,6,157,23,June,6,2,2024,1,4,2024,2
20240607,6/7/2024,6,Friday,7,158,23,June,6,2,2024,1,4,2024,2
20240608,6/8/2024,7,Saturday,8,159,23,June,6,2,2024,1,4,2024,2
20240609,6/9/2024,1,Sunday,9,160,24,June,6,2,2024,1,4,2024,2
20240610,6/10/2024,2,Monday,10,161,24,June,6,2,2024,1,4,2024,2
20240611,6/11/2024,3,Tuesday,11,162,24,June,6,2,2024,1,4,2024,2
20240612,6/12/2024,4,Wednesday,12,163,24,June,6,2,2024,1,4,2024,2
20240613,6/13/2024,5,Thursday,13,164,24,June,6,2,2024,1,4,2024,2
20240614,6/14/2024,6,Friday,14,165,24,June,6,2,2024,1,4,2024,2
20240615,6/15/2024,7,Saturday,15,166,24,June,6,2,2024,1,4,2024,2
20240616,6/16/2024,1,Sunday,16,167,25,June,6,2,2024,1,4,2024,2
20240617,6/17/2024,2,Monday,17,168,25,June,6,2,2024,1,4,2024,2
20240618,6/18/2024,3,Tuesday,18,169,25,June,6,2,2024,1,4,2024,2
20240619,6/19/2024,4,Wednesday,19,170,25,June,6,2,2024,1,4,2024,2
20240620,6/20/2024,5,Thursday,20,171,25,June,6,2,2024,1,4,2024,2
20240621,6/21/2024,6,Friday,21,172,25,June,6,2,2024,1,4,2024,2
20240622,6/22/2024,7,Saturday,22,173,25,June,6,2,2024,1,4,2024,2
20240623,6/23/2024,1,Sunday,23,174,26,June,6,2,2024,1,4,2024,2
20240624,6/24/2024,2,Monday,24,175,26,June,6,2,2024,1,4,2024,2
20240625,6/25/2024,3,Tuesday,25,176,26,June,6,2,2024,1,4,2024,2
20240626,6/26/2024,4,Wednesday,26,177,26,June,6,2,2024,1,4,2024,2
20240627,6/27/2024,5,Thursday,27,178,26,June,6,2,2024,1,4,2024,2
20240628,6/28/2024,6,Friday,28,179,26,June,6,2,2024,1,4,2024,2
20240629,6/29/2024,7,Saturday,29,180,26,June,6,2,2024,1,4,2024,2
20240630,6/30/2024,1,Sunday,30,181,27,June,6,2,2024,1,4,2024,2
20240701,7/1/2024,2,Monday,1,182,27,July,7,3,2024,2,1,2020,1
20240702,7/2/2024,3,Tuesday,2,183,27,July,7,3,2024,2,1,2020,1
20240703,7/3/2024,4,Wednesday,3,184,27,July,7,3,2024,2,1,2020,1
20240704,7/4/2024,5,Thursday,4,185,27,July,7,3,2024,2,1,2020,1
20240705,7/5/2024,6,Friday,5,186,27,July,7,3,2024,2,1,2020,1
20240706,7/6/2024,7,Saturday,6,187,27,July,7,3,2024,2,1,2020,1
20240707,7/7/2024,1,Sunday,7,188,28,July,7,3,2024,2,1,2020,1
20240708,7/8/2024,2,Monday,8,189,28,July,7,3,2024,2,1,2020,1
20240709,7/9/2024,3,Tuesday,9,190,28,July,7,3,2024,2,1,2020,1
20240710,7/10/2024,4,Wednesday,10,191,28,July,7,3,2024,2,1,2020,1
20240711,7/11/2024,5,Thursday,11,192,28,July,7,3,2024,2,1,2020,1
20240712,7/12/2024,6,Friday,12,193,28,July,7,3,2024,2,1,2020,1
20240713,7/13/2024,7,Saturday,13,194,28,July,7,3,2024,2,1,2020,1
20240714,7/14/2024,1,Sunday,14,195,29,July,7,3,2024,2,1,2020,1
20240715,7/15/2024,2,Monday,15,196,29,July,7,3,2024,2,1,2020,1
20240716,7/16/2024,3,Tuesday,16,197,29,July,7,3,2024,2,1,2020,1
20240717,7/17/2024,4,Wednesday,17,198,29,July,7,3,2024,2,1,2020,1
20240718,7/18/2024,5,Thursday,18,199,29,July,7,3,2024,2,1,2020,1
20240719,7/19/2024,6,Friday,19,200,29,July,7,3,2024,2,1,2020,1
20240720,7/20/2024,7,Saturday,20,201,29,July,7,3,2024,2,1,2020,1
20240721,7/21/2024,1,Sunday,21,202,30,July,7,3,2024,2,1,2020,1
20240722,7/22/2024,2,Monday,22,203,30,July,7,3,2024,2,1,2020,1
20240723,7/23/2024,3,Tuesday,23,204,30,July,7,3,2024,2,1,2020,1
20240724,7/24/2024,4,Wednesday,24,205,30,July,7,3,2024,2,1,2020,1
20240725,7/25/2024,5,Thursday,25,206,30,July,7,3,2024,2,1,2020,1
20240726,7/26/2024,6,Friday,26,207,30,July,7,3,2024,2,1,2020,1
20240727,7/27/2024,7,Saturday,27,208,30,July,7,3,2024,2,1,2020,1
20240728,7/28/2024,1,Sunday,28,209,31,July,7,3,2024,2,1,2020,1
20240729,7/29/2024,2,Monday,29,210,31,July,7,3,2024,2,1,2020,1
20240730,7/30/2024,3,Tuesday,30,211,31,July,7,3,2024,2,1,2020,1
20240731,7/31/2024,4,Wednesday,31,212,31,July,7,3,2024,2,1,2020,1
20240801,8/1/2024,5,Thursday,1,213,31,August,8,3,2024,2,1,2020,1
20240802,8/2/2024,6,Friday,2,214,31,August,8,3,2024,2,1,2020,1
20240803,8/3/2024,7,Saturday,3,215,31,August,8,3,2024,2,1,2020,1
20240804,8/4/2024,1,Sunday,4,216,32,August,8,3,2024,2,1,2020,1
20240805,8/5/2024,2,Monday,5,217,32,August,8,3,2024,2,1,2020,1
20240806,8/6/2024,3,Tuesday,6,218,32,August,8,3,2024,2,1,2020,1
20240807,8/7/2024,4,Wednesday,7,219,32,August,8,3,2024,2,1,2020,1
20240808,8/8/2024,5,Thursday,8,220,32,August,8,3,2024,2,1,2020,1
20240809,8/9/2024,6,Friday,9,221,32,August,8,3,2024,2,1,2020,1
20240810,8/10/2024,7,Saturday,10,222,32,August,8,3,2024,2,1,2020,1
20240811,8/11/2024,1,Sunday,11,223,33,August,8,3,2024,2,1,2020,1
20240812,8/12/2024,2,Monday,12,224,33,August,8,3,2024,2,1,2020,1
20240813,8/13/2024,3,Tuesday,13,225,33,August,8,3,2024,2,1,2020,1
20240814,8/14/2024,4,Wednesday,14,226,33,August,8,3,2024,2,1,2020,1
20240815,8/15/2024,5,Thursday,15,227,33,August,8,3,2024,2,1,2020,1
20240816,8/16/2024,6,Friday,16,228,33,August,8,3,2024,2,1,2020,1
20240817,8/17/2024,7,Saturday,17,229,33,August,8,3,2024,2,1,2020,1
20240818,8/18/2024,1,Sunday,18,230,34,August,8,3,2024,2,1,2020,1
20240819,8/19/2024,2,Monday,19,231,34,August,8,3,2024,2,1,2020,1
20240820,8/20/2024,3,Tuesday,20,232,34,August,8,3,2024,2,1,2020,1
20240821,8/21/2024,4,Wednesday,21,233,34,August,8,3,2024,2,1,2020,1
20240822,8/22/2024,5,Thursday,22,234,34,August,8,3,2024,2,1,2020,1
20240823,8/23/2024,6,Friday,23,235,34,August,8,3,2024,2,1,2020,1
20240824,8/24/2024,7,Saturday,24,236,34,August,8,3,2024,2,1,2020,1
20240825,8/25/2024,1,Sunday,25,237,35,August,8,3,2024,2,1,2020,1
20240826,8/26/2024,2,Monday,26,238,35,August,8,3,2024,2,1,2020,1
20240827,8/27/2024,3,Tuesday,27,239,35,August,8,3,2024,2,1,2020,1
20240828,8/28/2024,4,Wednesday,28,240,35,August,8,3,2024,2,1,2020,1
20240829,8/29/2024,5,Thursday,29,241,35,August,8,3,2024,2,1,2020,1
20240830,8/30/2024,6,Friday,30,242,35,August,8,3,2024,2,1,2020,1
20240831,8/31/2024,7,Saturday,31,243,35,August,8,3,2024,2,1,2020,1
20240901,9/1/2024,1,Sunday,1,244,36,September,9,3,2024,2,1,2020,1
20240902,9/2/2024,2,Monday,2,245,36,September,9,3,2024,2,1,2020,1
20240903,9/3/2024,3,Tuesday,3,246,36,September,9,3,2024,2,1,2020,1
20240904,9/4/2024,4,Wednesday,4,247,36,September,9,3,2024,2,1,2020,1
20240905,9/5/2024,5,Thursday,5,248,36,September,9,3,2024,2,1,2020,1
20240906,9/6/2024,6,Friday,6,249,36,September,9,3,2024,2,1,2020,1
20240907,9/7/2024,7,Saturday,7,250,36,September,9,3,2024,2,1,2020,1
20240908,9/8/2024,1,Sunday,8,251,37,September,9,3,2024,2,1,2020,1
20240909,9/9/2024,2,Monday,9,252,37,September,9,3,2024,2,1,2020,1
20240910,9/10/2024,3,Tuesday,10,253,37,September,9,3,2024,2,1,2020,1
20240911,9/11/2024,4,Wednesday,11,254,37,September,9,3,2024,2,1,2020,1
20240912,9/12/2024,5,Thursday,12,255,37,September,9,3,2024,2,1,2020,1
20240913,9/13/2024,6,Friday,13,256,37,September,9,3,2024,2,1,2020,1
20240914,9/14/2024,7,Saturday,14,257,37,September,9,3,2024,2,1,2020,1
20240915,9/15/2024,1,Sunday,15,258,38,September,9,3,2024,2,1,2020,1
20240916,9/16/2024,2,Monday,16,259,38,September,9,3,2024,2,1,2020,1
20240917,9/17/2024,3,Tuesday,17,260,38,September,9,3,2024,2,1,2020,1
20240918,9/18/2024,4,Wednesday,18,261,38,September,9,3,2024,2,1,2020,1
20240919,9/19/2024,5,Thursday,19,262,38,September,9,3,2024,2,1,2020,1
20240920,9/20/2024,6,Friday,20,263,38,September,9,3,2024,2,1,2020,1
20240921,9/21/2024,7,Saturday,21,264,38,September,9,3,2024,2,1,2020,1
20240922,9/22/2024,1,Sunday,22,265,39,September,9,3,2024,2,1,2020,1
20240923,9/23/2024,2,Monday,23,266,39,September,9,3,2024,2,1,2020,1
20240924,9/24/2024,3,Tuesday,24,267,39,September,9,3,2024,2,1,2020,1
20240925,9/25/2024,4,Wednesday,25,268,39,September,9,3,2024,2,1,2020,1
20240926,9/26/2024,5,Thursday,26,269,39,September,9,3,2024,2,1,2020,1
20240927,9/27/2024,6,Friday,27,270,39,September,9,3,2024,2,1,2020,1
20240928,9/28/2024,7,Saturday,28,271,39,September,9,3,2024,2,1,2020,1
20240929,9/29/2024,1,Sunday,29,272,40,September,9,3,2024,2,1,2020,1
20240930,9/30/2024,2,Monday,30,273,40,September,9,3,2024,2,1,2020,1
20241001,10/1/2024,3,Tuesday,1,274,40,October,10,4,2024,2,2,2020,1
20241002,10/2/2024,4,Wednesday,2,275,40,October,10,4,2024,2,2,2020,1
20241003,10/3/2024,5,Thursday,3,276,40,October,10,4,2024,2,2,2020,1
20241004,10/4/2024,6,Friday,4,277,40,October,10,4,2024,2,2,2020,1
20241005,10/5/2024,7,Saturday,5,278,40,October,10,4,2024,2,2,2020,1
20241006,10/6/2024,1,Sunday,6,279,41,October,10,4,2024,2,2,2020,1
20241007,10/7/2024,2,Monday,7,280,41,October,10,4,2024,2,2,2020,1
20241008,10/8/2024,3,Tuesday,8,281,41,October,10,4,2024,2,2,2020,1
20241009,10/9/2024,4,Wednesday,9,282,41,October,10,4,2024,2,2,2020,1
20241010,10/10/2024,5,Thursday,10,283,41,October,10,4,2024,2,2,2020,1
20241011,10/11/2024,6,Friday,11,284,41,October,10,4,2024,2,2,2020,1
20241012,10/12/2024,7,Saturday,12,285,41,October,10,4,2024,2,2,2020,1
20241013,10/13/2024,1,Sunday,13,286,42,October,10,4,2024,2,2,2020,1
20241014,10/14/2024,2,Monday,14,287,42,October,10,4,2024,2,2,2020,1
20241015,10/15/2024,3,Tuesday,15,288,42,October,10,4,2024,2,2,2020,1
20241016,10/16/2024,4,Wednesday,16,289,42,October,10,4,2024,2,2,2020,1
20241017,10/17/2024,5,Thursday,17,290,42,October,10,4,2024,2,2,2020,1
20241018,10/18/2024,6,Friday,18,291,42,October,10,4,2024,2,2,2020,1
20241019,10/19/2024,7,Saturday,19,292,42,October,10,4,2024,2,2,2020,1
20241020,10/20/2024,1,Sunday,20,293,43,October,10,4,2024,2,2,2020,1
20241021,10/21/2024,2,Monday,21,294,43,October,10,4,2024,2,2,2020,1
20241022,10/22/2024,3,Tuesday,22,295,43,October,10,4,2024,2,2,2020,1
20241023,10/23/2024,4,Wednesday,23,296,43,October,10,4,2024,2,2,2020,1
20241024,10/24/2024,5,Thursday,24,297,43,October,10,4,2024,2,2,2020,1
20241025,10/25/2024,6,Friday,25,298,43,October,10,4,2024,2,2,2020,1
20241026,10/26/2024,7,Saturday,26,299,43,October,10,4,2024,2,2,2020,1
20241027,10/27/2024,1,Sunday,27,300,44,October,10,4,2024,2,2,2020,1
20241028,10/28/2024,2,Monday,28,301,44,October,10,4,2024,2,2,2020,1
20241029,10/29/2024,3,Tuesday,29,302,44,October,10,4,2024,2,2,2020,1
20241030,10/30/2024,4,Wednesday,30,303,44,October,10,4,2024,2,2,2020,1
20241031,10/31/2024,5,Thursday,31,304,44,October,10,4,2024,2,2,2020,1
20241101,11/1/2024,6,Friday,1,305,44,November,11,4,2024,2,2,2020,1
20241102,11/2/2024,7,Saturday,2,306,44,November,11,4,2024,2,2,2020,1
20241103,11/3/2024,1,Sunday,3,307,45,November,11,4,2024,2,2,2020,1
20241104,11/4/2024,2,Monday,4,308,45,November,11,4,2024,2,2,2020,1
20241105,11/5/2024,3,Tuesday,5,309,45,November,11,4,2024,2,2,2020,1
20241106,11/6/2024,4,Wednesday,6,310,45,November,11,4,2024,2,2,2020,1
20241107,11/7/2024,5,Thursday,7,311,45,November,11,4,2024,2,2,2020,1
20241108,11/8/2024,6,Friday,8,312,45,November,11,4,2024,2,2,2020,1
20241109,11/9/2024,7,Saturday,9,313,45,November,11,4,2024,2,2,2020,1
20241110,11/10/2024,1,Sunday,10,314,46,November,11,4,2024,2,2,2020,1
20241111,11/11/2024,2,Monday,11,315,46,November,11,4,2024,2,2,2020,1
20241112,11/12/2024,3,Tuesday,12,316,46,November,11,4,2024,2,2,2020,1
20241113,11/13/2024,4,Wednesday,13,317,46,November,11,4,2024,2,2,2020,1
20241114,11/14/2024,5,Thursday,14,318,46,November,11,4,2024,2,2,2020,1
20241115,11/15/2024,6,Friday,15,319,46,November,11,4,2024,2,2,2020,1
20241116,11/16/2024,7,Saturday,16,320,46,November,11,4,2024,2,2,2020,1
20241117,11/17/2024,1,Sunday,17,321,47,November,11,4,2024,2,2,2020,1
20241118,11/18/2024,2,Monday,18,322,47,November,11,4,2024,2,2,2020,1
20241119,11/19/2024,3,Tuesday,19,323,47,November,11,4,2024,2,2,2020,1
20241120,11/20/2024,4,Wednesday,20,324,47,November,11,4,2024,2,2,2020,1
20241121,11/21/2024,5,Thursday,21,325,47,November,11,4,2024,2,2,2020,1
20241122,11/22/2024,6,Friday,22,326,47,November,11,4,2024,2,2,2020,1
20241123,11/23/2024,7,Saturday,23,327,47,November,11,4,2024,2,2,2020,1
20241124,11/24/2024,1,Sunday,24,328,48,November,11,4,2024,2,2,2020,1
20241125,11/25/2024,2,Monday,25,329,48,November,11,4,2024,2,2,2020,1
20241126,11/26/2024,3,Tuesday,26,330,48,November,11,4,2024,2,2,2020,1
20241127,11/27/2024,4,Wednesday,27,331,48,November,11,4,2024,2,2,2020,1
20241128,11/28/2024,5,Thursday,28,332,48,November,11,4,2024,2,2,2020,1
20241129,11/29/2024,6,Friday,29,333,48,November,11,4,2024,2,2,2020,1
20241130,11/30/2024,7,Saturday,30,334,48,November,11,4,2024,2,2,2020,1
20241201,12/1/2024,1,Sunday,1,335,49,December,12,4,2024,2,2,2020,1
20241202,12/2/2024,2,Monday,2,336,49,December,12,4,2024,2,2,2020,1
20241203,12/3/2024,3,Tuesday,3,337,49,December,12,4,2024,2,2,2020,1
20241204,12/4/2024,4,Wednesday,4,338,49,December,12,4,2024,2,2,2020,1
20241205,12/5/2024,5,Thursday,5,339,49,December,12,4,2024,2,2,2020,1
20241206,12/6/2024,6,Friday,6,340,49,December,12,4,2024,2,2,2020,1
20241207,12/7/2024,7,Saturday,7,341,49,December,12,4,2024,2,2,2020,1
20241208,12/8/2024,1,Sunday,8,342,50,December,12,4,2024,2,2,2020,1
20241209,12/9/2024,2,Monday,9,343,50,December,12,4,2024,2,2,2020,1
20241210,12/10/2024,3,Tuesday,10,344,50,December,12,4,2024,2,2,2020,1
20241211,12/11/2024,4,Wednesday,11,345,50,December,12,4,2024,2,2,2020,1
20241212,12/12/2024,5,Thursday,12,346,50,December,12,4,2024,2,2,2020,1
20241213,12/13/2024,6,Friday,13,347,50,December,12,4,2024,2,2,2020,1
20241214,12/14/2024,7,Saturday,14,348,50,December,12,4,2024,2,2,2020,1
20241215,12/15/2024,1,Sunday,15,349,51,December,12,4,2024,2,2,2020,1
20241216,12/16/2024,2,Monday,16,350,51,December,12,4,2024,2,2,2020,1
20241217,12/17/2024,3,Tuesday,17,351,51,December,12,4,2024,2,2,2020,1
20241218,12/18/2024,4,Wednesday,18,352,51,December,12,4,2024,2,2,2020,1
20241219,12/19/2024,5,Thursday,19,353,51,December,12,4,2024,2,2,2020,1
20241220,12/20/2024,6,Friday,20,354,51,December,12,4,2024,2,2,2020,1
20241221,12/21/2024,7,Saturday,21,355,51,December,12,4,2024,2,2,2020,1
20241222,12/22/2024,1,Sunday,22,356,52,December,12,4,2024,2,2,2020,1
20241223,12/23/2024,2,Monday,23,357,52,December,12,4,2024,2,2,2020,1
20241224,12/24/2024,3,Tuesday,24,358,52,December,12,4,2024,2,2,2020,1
20241225,12/25/2024,4,Wednesday,25,359,52,December,12,4,2024,2,2,2020,1
20241226,12/26/2024,5,Thursday,26,360,52,December,12,4,2024,2,2,2020,1
20241227,12/27/2024,6,Friday,27,361,52,December,12,4,2024,2,2,2020,1
20241228,12/28/2024,7,Saturday,28,362,52,December,12,4,2024,2,2,2020,1
20241229,12/29/2024,1,Sunday,29,363,53,December,12,4,2024,2,2,2020,1
20241230,12/30/2024,2,Monday,30,364,53,December,12,4,2024,2,2,2020,1
20241231,12/31/2024,3,Tuesday,31,365,53,December,12,4,2024,2,2,2020,1
20200101,1/1/2020,4,Wednesday,1,1,1,January,1,1,2020,1,3,2020,2
20200102,1/2/2020,5,Thursday,2,2,1,January,1,1,2020,1,3,2020,2
20200103,1/3/2020,6,Friday,3,3,1,January,1,1,2020,1,3,2020,2
20200104,1/4/2020,7,Saturday,4,4,1,January,1,1,2020,1,3,2020,2
20200105,1/5/2020,1,Sunday,5,5,2,January,1,1,2020,1,3,2020,2
20200106,1/6/2020,2,Monday,6,6,2,January,1,1,2020,1,3,2020,2
20200107,1/7/2020,3,Tuesday,7,7,2,January,1,1,2020,1,3,2020,2
20200108,1/8/2020,4,Wednesday,8,8,2,January,1,1,2020,1,3,2020,2
20200109,1/9/2020,5,Thursday,9,9,2,January,1,1,2020,1,3,2020,2
20200110,1/10/2020,6,Friday,10,10,2,January,1,1,2020,1,3,2020,2
20200111,1/11/2020,7,Saturday,11,11,2,January,1,1,2020,1,3,2020,2
20200112,1/12/2020,1,Sunday,12,12,3,January,1,1,2020,1,3,2020,2
20200113,1/13/2020,2,Monday,13,13,3,January,1,1,2020,1,3,2020,2
20200114,1/14/2020,3,Tuesday,14,14,3,January,1,1,2020,1,3,2020,2
20200115,1/15/2020,4,Wednesday,15,15,3,January,1,1,2020,1,3,2020,2
20200116,1/16/2020,5,Thursday,16,16,3,January,1,1,2020,1,3,2020,2
20200117,1/17/2020,6,Friday,17,17,3,January,1,1,2020,1,3,2020,2
20200118,1/18/2020,7,Saturday,18,18,3,January,1,1,2020,1,3,2020,2
20200119,1/19/2020,1,Sunday,19,19,4,January,1,1,2020,1,3,2020,2
20200120,1/20/2020,2,Monday,20,20,4,January,1,1,2020,1,3,2020,2
20200121,1/21/2020,3,Tuesday,21,21,4,January,1,1,2020,1,3,2020,2
20200122,1/22/2020,4,Wednesday,22,22,4,January,1,1,2020,1,3,2020,2
20200123,1/23/2020,5,Thursday,23,23,4,January,1,1,2020,1,3,2020,2
20200124,1/24/2020,6,Friday,24,24,4,January,1,1,2020,1,3,2020,2
20200125,1/25/2020,7,Saturday,25,25,4,January,1,1,2020,1,3,2020,2
20200126,1/26/2020,1,Sunday,26,26,5,January,1,1,2020,1,3,2020,2
20200127,1/27/2020,2,Monday,27,27,5,January,1,1,2020,1,3,2020,2
20200128,1/28/2020,3,Tuesday,28,28,5,January,1,1,2020,1,3,2020,2
20200129,1/29/2020,4,Wednesday,29,29,5,January,1,1,2020,1,3,2020,2
20200130,1/30/2020,5,Thursday,30,30,5,January,1,1,2020,1,3,2020,2
20200131,1/31/2020,6,Friday,31,31,5,January,1,1,2020,1,3,2020,2
20200201,2/1/2020,7,Saturday,1,32,5,February,2,1,2020,1,3,2020,2
20200202,2/2/2020,1,Sunday,2,33,6,February,2,1,2020,1,3,2020,2
20200203,2/3/2020,2,Monday,3,34,6,February,2,1,2020,1,3,2020,2
20200204,2/4/2020,3,Tuesday,4,35,6,February,2,1,2020,1,3,2020,2
20200205,2/5/2020,4,Wednesday,5,36,6,February,2,1,2020,1,3,2020,2
20200206,2/6/2020,5,Thursday,6,37,6,February,2,1,2020,1,3,2020,2
20200207,2/7/2020,6,Friday,7,38,6,February,2,1,2020,1,3,2020,2
20200208,2/8/2020,7,Saturday,8,39,6,February,2,1,2020,1,3,2020,2
20200209,2/9/2020,1,Sunday,9,40,7,February,2,1,2020,1,3,2020,2
20200210,2/10/2020,2,Monday,10,41,7,February,2,1,2020,1,3,2020,2
20200211,2/11/2020,3,Tuesday,11,42,7,February,2,1,2020,1,3,2020,2
20200212,2/12/2020,4,Wednesday,12,43,7,February,2,1,2020,1,3,2020,2
20200213,2/13/2020,5,Thursday,13,44,7,February,2,1,2020,1,3,2020,2
20200214,2/14/2020,6,Friday,14,45,7,February,2,1,2020,1,3,2020,2
20200215,2/15/2020,7,Saturday,15,46,7,February,2,1,2020,1,3,2020,2
20200216,2/16/2020,1,Sunday,16,47,8,February,2,1,2020,1,3,2020,2
20200217,2/17/2020,2,Monday,17,48,8,February,2,1,2020,1,3,2020,2
20200218,2/18/2020,3,Tuesday,18,49,8,February,2,1,2020,1,3,2020,2
20200219,2/19/2020,4,Wednesday,19,50,8,February,2,1,2020,1,3,2020,2
20200220,2/20/2020,5,Thursday,20,51,8,February,2,1,2020,1,3,2020,2
20200221,2/21/2020,6,Friday,21,52,8,February,2,1,2020,1,3,2020,2
20200222,2/22/2020,7,Saturday,22,53,8,February,2,1,2020,1,3,2020,2
20200223,2/23/2020,1,Sunday,23,54,9,February,2,1,2020,1,3,2020,2
20200224,2/24/2020,2,Monday,24,55,9,February,2,1,2020,1,3,2020,2
20200225,2/25/2020,3,Tuesday,25,56,9,February,2,1,2020,1,3,2020,2
20200226,2/26/2020,4,Wednesday,26,57,9,February,2,1,2020,1,3,2020,2
20200227,2/27/2020,5,Thursday,27,58,9,February,2,1,2020,1,3,2020,2
20200228,2/28/2020,6,Friday,28,59,9,February,2,1,2020,1,3,2020,2
20200229,2/29/2020,7,Saturday,29,60,9,February,2,1,2020,1,3,2020,2
20200301,3/1/2020,1,Sunday,1,61,10,March,3,1,2020,1,3,2020,2
20200302,3/2/2020,2,Monday,2,62,10,March,3,1,2020,1,3,2020,2
20200303,3/3/2020,3,Tuesday,3,63,10,March,3,1,2020,1,3,2020,2
20200304,3/4/2020,4,Wednesday,4,64,10,March,3,1,2020,1,3,2020,2
20200305,3/5/2020,5,Thursday,5,65,10,March,3,1,2020,1,3,2020,2
20200306,3/6/2020,6,Friday,6,66,10,March,3,1,2020,1,3,2020,2
20200307,3/7/2020,7,Saturday,7,67,10,March,3,1,2020,1,3,2020,2
20200308,3/8/2020,1,Sunday,8,68,11,March,3,1,2020,1,3,2020,2
20200309,3/9/2020,2,Monday,9,69,11,March,3,1,2020,1,3,2020,2
20200310,3/10/2020,3,Tuesday,10,70,11,March,3,1,2020,1,3,2020,2
20200311,3/11/2020,4,Wednesday,11,71,11,March,3,1,2020,1,3,2020,2
20200312,3/12/2020,5,Thursday,12,72,11,March,3,1,2020,1,3,2020,2
